id,saleprice,overall_qual,gr_liv_area,garage_area,total_sq_feet,age_of_house,total_baths,neighborhood,foundation,exter_qual,heating_qc,kitchen_qual
2386,326000,9,1850,772.0,3683.0,2,3.0,NridgHt,PConc,Gd,Ex,Gd
1086,179000,6,1515,393.0,2304.0,4,2.5,Gilbert,PConc,Gd,Ex,Gd
1574,294000,8,1537,788.0,3055.0,2,3.0,Timber,PConc,Gd,Ex,Gd
406,97000,6,987,288.0,1470.0,37,2.5,BrDale,CBlock,TA,TA,TA
2757,239799,7,1962,868.0,3353.0,0,2.5,CollgCr,PConc,Gd,Ex,Gd
2559,161000,5,1433,441.0,2684.0,45,2.0,NAmes,CBlock,TA,TA,TA
1469,136500,6,848,420.0,1696.0,5,2.0,CollgCr,PConc,Gd,Ex,Gd
407,118000,6,987,264.0,1470.0,37,1.5,BrDale,CBlock,TA,Gd,Gd
2300,129500,4,845,360.0,1690.0,25,2.0,Mitchel,CBlock,TA,TA,TA
731,205000,7,1548,672.0,2500.0,84,2.5,BrkSide,BrkTil,Gd,Gd,Ex
2230,200624,6,2515,484.0,4550.0,50,4.0,Crawfor,PConc,Gd,TA,TA
1688,322400,8,1694,856.0,3388.0,1,2.0,NridgHt,PConc,Gd,Ex,Gd
880,293200,8,1602,810.0,3180.0,2,3.0,CollgCr,PConc,Gd,Ex,Gd
1074,266000,9,1684,564.0,3368.0,3,2.0,NridgHt,PConc,Ex,Ex,Ex
771,172500,6,1683,440.0,2601.0,31,2.5,Sawyer,CBlock,TA,Gd,TA
724,124900,5,1869,456.0,2837.0,119,1.0,OldTown,BrkTil,TA,TA,TA
730,149000,6,1432,216.0,2454.0,86,1.0,BrkSide,BrkTil,TA,TA,Gd
273,185500,7,1414,494.0,2828.0,6,2.0,CollgCr,PConc,Gd,Ex,Gd
2793,220000,8,1358,418.0,2706.0,4,2.5,CollgCr,PConc,Gd,Ex,Gd
1789,225000,8,1496,474.0,2992.0,0,2.0,Somerst,PConc,Gd,Ex,Gd
1900,124000,6,932,306.0,1864.0,57,1.0,NAmes,CBlock,TA,Ex,Gd
677,92900,3,1040,400.0,1040.0,59,2.0,NAmes,Slab,TA,Fa,TA
747,126500,5,1072,1184.0,2144.0,84,2.0,BrkSide,BrkTil,TA,TA,TA
1038,111250,4,864,576.0,1728.0,36,1.0,NAmes,CBlock,TA,TA,TA
1763,248000,8,2285,648.0,3254.0,7,2.5,NoRidge,PConc,Gd,Ex,Gd
1283,136870,5,1117,264.0,2234.0,45,1.0,NAmes,CBlock,TA,Ex,TA
2803,133000,6,848,420.0,1696.0,3,2.0,CollgCr,PConc,Gd,Ex,Gd
1927,135000,5,1048,286.0,2096.0,51,2.0,NAmes,CBlock,TA,TA,TA
1036,111900,4,936,288.0,1872.0,39,1.0,NAmes,CBlock,TA,TA,TA
1237,140000,5,1283,506.0,2214.0,46,2.0,NAmes,CBlock,TA,TA,TA
1375,134432,4,1588,680.0,1588.0,49,2.0,ClearCr,CBlock,TA,TA,TA
1643,455000,10,2042,724.0,3784.0,1,3.0,StoneBr,PConc,Ex,Ex,Ex
2453,290000,8,2526,844.0,3691.0,12,3.5,NoRidge,PConc,Gd,Ex,Gd
2129,235500,7,1873,597.0,2861.0,8,2.5,CollgCr,PConc,Gd,Ex,Gd
2640,156500,6,1416,400.0,2196.0,106,1.5,OldTown,BrkTil,TA,Ex,Gd
2437,172400,6,1664,460.0,2617.0,6,2.5,Gilbert,PConc,TA,Ex,TA
1123,182000,7,1428,480.0,2856.0,1,2.0,Somerst,PConc,Gd,Ex,Gd
2398,372397,9,1792,925.0,3584.0,1,3.0,NridgHt,PConc,Ex,Ex,Gd
1420,260000,6,2814,614.0,3891.0,13,3.0,SawyerW,PConc,Gd,Ex,Gd
2693,72000,5,819,0.0,1429.0,87,1.0,IDOTRR,BrkTil,TA,Ex,Gd
1370,82375,3,1344,0.0,1880.0,93,2.0,IDOTRR,PConc,Fa,Ex,TA
392,158000,6,2119,583.0,2808.0,37,2.5,NWAmes,CBlock,TA,TA,TA
1351,127000,5,1285,240.0,1957.0,60,2.0,BrkSide,CBlock,TA,TA,TA
246,270000,7,1433,528.0,2866.0,23,2.5,SawyerW,CBlock,Gd,Ex,Gd
802,316600,8,2132,612.0,3628.0,26,2.5,SawyerW,CBlock,Gd,Ex,Gd
1404,177000,6,1357,312.0,2376.0,49,2.0,Edwards,CBlock,TA,Gd,Ex
803,271900,7,2196,701.0,4354.0,19,2.0,SawyerW,CBlock,Gd,Gd,Gd
1595,115000,5,1304,336.0,1568.0,32,1.5,MeadowV,PConc,TA,TA,TA
1319,122000,8,2358,0.0,2837.0,136,2.0,OldTown,BrkTil,TA,Fa,TA
2231,315000,8,2726,691.0,3005.0,21,2.5,Crawfor,CBlock,Gd,Gd,Gd
2162,213500,7,1797,639.0,2736.0,1,2.5,CollgCr,PConc,Gd,Ex,Gd
2622,109500,5,1040,625.0,1040.0,56,1.0,NAmes,CBlock,TA,TA,TA
1300,115000,5,789,250.0,1578.0,60,1.0,OldTown,CBlock,TA,Ex,TA
2505,176400,7,1143,588.0,2286.0,2,1.5,Somerst,PConc,Gd,Ex,Gd
582,185750,6,1489,462.0,2978.0,41,2.0,NWAmes,CBlock,TA,Gd,Gd
1458,230000,8,1852,660.0,2856.0,9,2.5,CollgCr,PConc,Gd,Ex,Gd
281,90000,4,960,0.0,1920.0,52,1.0,Edwards,CBlock,TA,Ex,TA
2298,129500,5,768,624.0,1536.0,37,2.0,Mitchel,CBlock,TA,Ex,TA
2580,153000,6,1124,353.0,2248.0,50,2.0,NAmes,CBlock,TA,Ex,TA
568,173733,6,1224,528.0,1836.0,0,2.5,Somerst,PConc,Gd,Ex,Gd
1807,146000,6,1100,0.0,2200.0,1,1.5,SawyerW,PConc,TA,Ex,TA
129,172500,6,1556,470.0,2338.0,61,2.0,NAmes,CBlock,TA,TA,TA
2294,188000,6,1356,528.0,2600.0,30,4.0,Mitchel,PConc,TA,TA,TA
1860,181500,6,1262,460.0,2524.0,31,2.5,Veenker,CBlock,TA,Ex,TA
839,212000,7,1661,550.0,2460.0,13,3.5,CollgCr,PConc,Gd,Ex,Gd
2349,188900,7,1857,482.0,2802.0,28,2.5,NWAmes,CBlock,TA,TA,TA
1903,64500,3,666,0.0,1332.0,61,1.5,BrkSide,CBlock,Fa,Fa,Gd
234,230000,6,1981,522.0,3098.0,32,3.5,ClearCr,PConc,TA,Ex,Gd
2172,122000,5,1351,576.0,2252.0,82,2.0,Edwards,CBlock,TA,TA,TA
2588,133500,5,1005,319.0,2010.0,50,1.0,NAmes,CBlock,TA,Ex,TA
1289,256000,6,2792,520.0,4302.0,88,2.0,OldTown,BrkTil,Gd,Ex,TA
1596,129500,5,1475,336.0,2025.0,32,2.0,MeadowV,PConc,TA,TA,TA
264,318000,8,1978,850.0,3956.0,7,3.5,CollgCr,PConc,Gd,Ex,Gd
451,255900,8,1606,871.0,3204.0,3,2.0,NridgHt,PConc,Gd,Gd,Gd
536,143500,6,1158,0.0,2316.0,5,1.5,SawyerW,PConc,TA,Ex,Gd
43,259000,8,1822,678.0,3644.0,5,2.0,NridgHt,PConc,Gd,Ex,Ex
2223,217000,6,2259,450.0,4068.0,54,3.0,Crawfor,CBlock,TA,TA,Gd
2009,210000,6,1635,440.0,2700.0,84,1.5,BrkSide,BrkTil,TA,Ex,TA
394,148500,5,1002,902.0,2004.0,39,2.0,NAmes,CBlock,TA,TA,TA
1738,156932,6,1412,432.0,2028.0,1,2.5,Gilbert,PConc,TA,Ex,Gd
1196,145000,5,1728,576.0,3456.0,43,2.0,NAmes,CBlock,TA,TA,TA
828,200000,7,1290,662.0,2572.0,2,3.0,CollgCr,PConc,Gd,Ex,Gd
1694,450000,10,2046,878.0,4040.0,2,3.5,NridgHt,PConc,Ex,Ex,Ex
571,172500,6,1471,440.0,2200.0,10,2.5,Somerst,PConc,TA,Gd,TA
1192,240000,6,2614,624.0,4136.0,34,2.5,NWAmes,CBlock,TA,TA,TA
1806,340000,8,2466,610.0,4046.0,3,3.0,Somerst,PConc,Gd,Ex,Gd
962,201000,8,1466,610.0,2932.0,2,2.0,Timber,PConc,Gd,Ex,Gd
2142,122000,5,969,440.0,1938.0,32,1.5,CollgCr,CBlock,TA,TA,TA
1648,213000,7,1664,663.0,3193.0,29,3.0,NWAmes,CBlock,TA,TA,Gd
618,175000,6,1691,550.0,3371.0,42,2.0,NAmes,CBlock,Gd,TA,TA
2108,195400,7,1208,628.0,2416.0,0,3.0,CollgCr,PConc,Gd,Ex,Gd
772,113500,5,1052,668.0,2104.0,42,1.5,Sawyer,CBlock,TA,TA,TA
2672,140200,6,1577,312.0,2549.0,67,1.0,BrkSide,BrkTil,TA,Gd,Fa
2492,116000,5,909,294.0,1791.0,38,1.0,Sawyer,CBlock,TA,TA,TA
2903,359900,9,1838,682.0,3676.0,1,3.0,Timber,PConc,Ex,Ex,Ex
2783,157500,6,1388,317.0,2063.0,29,1.5,CollgCr,CBlock,TA,TA,TA
786,190000,5,1867,303.0,3484.0,54,2.0,ClearCr,CBlock,Gd,Ex,TA
740,100000,5,1301,440.0,2446.0,85,1.0,BrkSide,PConc,TA,TA,Fa
2546,160000,6,1251,461.0,2502.0,42,2.0,NAmes,CBlock,TA,TA,TA
851,203000,7,1444,577.0,2875.0,7,3.0,CollgCr,PConc,Gd,Ex,Gd
1833,302000,8,2810,750.0,4263.0,17,2.5,NoRidge,PConc,Gd,Ex,Gd
76,143000,6,923,264.0,1846.0,30,2.0,SawyerW,CBlock,TA,TA,TA
2151,267000,8,2452,683.0,3480.0,9,2.5,CollgCr,PConc,Gd,Ex,Gd
1880,103000,4,1224,530.0,1224.0,43,2.0,NAmes,Slab,TA,TA,TA
2907,153500,6,1337,405.0,2574.0,8,3.0,Mitchel,PConc,TA,Ex,TA
1831,171000,5,1701,611.0,3091.0,32,3.0,Sawyer,CBlock,TA,TA,TA
2836,107000,4,1669,288.0,2762.0,82,1.5,Edwards,BrkTil,TA,TA,TA
1955,128500,6,952,288.0,1904.0,39,2.0,NAmes,CBlock,TA,Gd,TA
1926,116000,5,922,308.0,1844.0,50,2.0,NAmes,CBlock,TA,TA,TA
2924,160000,5,1126,484.0,2252.0,29,3.0,Mitchel,CBlock,TA,Fa,TA
1003,180000,8,1280,506.0,2560.0,16,2.0,StoneBr,PConc,Gd,Ex,Gd
1667,133000,5,914,368.0,1828.0,37,1.0,NAmes,CBlock,TA,Ex,Ex
2905,215000,7,1368,784.0,2656.0,9,4.0,Mitchel,PConc,TA,Gd,TA
921,177500,6,1494,213.0,2265.0,67,1.0,Crawfor,CBlock,TA,Fa,Gd
1780,215000,8,1534,484.0,3058.0,1,2.0,Somerst,PConc,Gd,Gd,Gd
746,150000,5,1582,250.0,2534.0,71,2.0,BrkSide,BrkTil,TA,TA,TA
254,320000,7,3222,594.0,4895.0,20,4.0,SawyerW,PConc,TA,Gd,Gd
606,167000,6,1516,472.0,3032.0,45,1.5,NAmes,CBlock,TA,TA,TA
2703,125000,5,1032,260.0,1032.0,71,1.0,Edwards,Slab,TA,TA,TA
1306,65000,3,1588,0.0,2036.0,59,2.0,OldTown,BrkTil,TA,Gd,TA
2102,200141,7,1316,440.0,2632.0,0,2.0,CollgCr,PConc,Gd,Ex,Gd
1784,235876,7,1528,480.0,3056.0,0,4.0,Somerst,PConc,Gd,Ex,Gd
941,123000,5,2168,576.0,2616.0,109,2.0,IDOTRR,BrkTil,TA,Ex,Gd
2699,137500,5,1422,288.0,2228.0,55,2.0,Sawyer,CBlock,TA,TA,TA
2127,123600,4,990,0.0,1980.0,13,2.0,CollgCr,PConc,TA,Ex,TA
2607,160000,6,1324,440.0,2412.0,41,2.0,NAmes,CBlock,TA,Ex,TA
1754,181000,6,1690,463.0,2614.0,7,2.5,Gilbert,PConc,TA,Ex,TA
1367,125000,5,825,720.0,1650.0,53,2.0,OldTown,CBlock,TA,TA,TA
580,154000,6,1556,441.0,2283.0,41,1.5,NWAmes,CBlock,TA,Ex,TA
341,231000,6,1797,616.0,2949.0,17,3.5,Mitchel,PConc,Gd,Ex,Gd
26,142000,5,1056,304.0,2112.0,42,2.0,NAmes,CBlock,TA,Ex,TA
2884,375000,8,1778,495.0,3351.0,1,4.0,Crawfor,PConc,Gd,Ex,Ex
28,115000,4,864,0.0,1728.0,39,1.0,NAmes,CBlock,TA,TA,TA
531,185000,7,1221,400.0,2442.0,5,3.0,Somerst,PConc,Gd,Ex,Gd
2189,108500,6,865,216.0,1525.0,87,2.0,Edwards,BrkTil,TA,TA,TA
2508,147400,7,1223,480.0,1743.0,1,2.5,Somerst,PConc,Gd,Ex,Gd
573,156000,7,1452,506.0,2143.0,10,3.5,Somerst,PConc,Gd,Ex,Gd
1363,120000,5,1308,400.0,2188.0,93,2.0,IDOTRR,BrkTil,TA,Gd,TA
487,167000,7,1374,400.0,1758.0,5,2.5,Gilbert,PConc,Gd,Ex,Gd
1083,191000,7,1504,437.0,2850.0,3,2.0,Blmngtn,PConc,Gd,Ex,Gd
1620,161500,6,1384,390.0,1768.0,10,2.5,Gilbert,PConc,TA,Gd,TA
1929,130000,5,1411,310.0,2615.0,52,1.0,NAmes,CBlock,TA,TA,TA
1820,132500,5,970,624.0,1940.0,44,2.0,Sawyer,CBlock,TA,TA,TA
1398,144000,5,904,912.0,1768.0,38,1.0,Sawyer,PConc,TA,Ex,Gd
2177,141000,5,2233,579.0,2233.0,28,2.5,Edwards,Slab,TA,TA,TA
2144,117000,4,875,728.0,1260.0,35,1.0,CollgCr,CBlock,TA,Gd,Gd
2697,84500,6,754,0.0,1040.0,71,2.0,IDOTRR,CBlock,TA,Gd,TA
1403,256000,4,1663,529.0,3027.0,54,2.0,ClearCr,CBlock,TA,Ex,Gd
596,117500,5,925,429.0,1850.0,44,1.5,NAmes,CBlock,TA,Ex,TA
922,160000,5,1308,256.0,2036.0,69,2.5,Crawfor,BrkTil,Gd,Ex,TA
2065,187000,5,1375,323.0,2615.0,51,2.0,Sawyer,CBlock,TA,Gd,TA
1710,350000,8,2385,818.0,3702.0,4,3.5,NridgHt,PConc,Gd,Ex,Gd
1034,133000,5,1792,480.0,2688.0,34,3.0,NAmes,CBlock,TA,TA,TA
1057,417500,8,2464,650.0,4882.0,1,3.5,NridgHt,PConc,Gd,Ex,Ex
470,175900,7,1569,660.0,2955.0,2,2.5,Blmngtn,PConc,Gd,Ex,Gd
819,323262,9,1680,1138.0,3235.0,0,2.5,CollgCr,PConc,Ex,Ex,Ex
2160,185000,7,1337,531.0,2674.0,4,3.0,CollgCr,PConc,Gd,Ex,Gd
2552,129800,6,816,240.0,1632.0,72,2.0,NAmes,CBlock,TA,Ex,TA
41,220000,7,1541,532.0,3082.0,5,2.0,NridgHt,PConc,Gd,Ex,Gd
742,133000,4,1573,240.0,2457.0,74,1.0,BrkSide,BrkTil,TA,Ex,Gd
686,133500,4,1461,384.0,2293.0,60,2.0,NAmes,CBlock,TA,TA,TA
314,170000,6,2048,776.0,4006.0,34,3.0,Mitchel,CBlock,TA,TA,TA
1630,168000,6,1642,392.0,2545.0,14,2.5,Gilbert,PConc,TA,Gd,TA
191,140750,6,1470,624.0,2208.0,88,1.5,OldTown,CBlock,TA,Ex,TA
1626,204000,6,2299,482.0,3237.0,8,3.5,Gilbert,PConc,TA,Ex,TA
59,222500,7,2035,434.0,2919.0,9,2.5,Gilbert,PConc,Gd,Ex,Gd
2632,134500,5,999,300.0,1924.0,44,2.0,NAmes,CBlock,TA,TA,TA
1835,214000,8,1378,540.0,2756.0,3,3.0,Somerst,PConc,Gd,Ex,Gd
2675,119900,5,1118,410.0,1911.0,67,2.0,OldTown,CBlock,TA,TA,TA
1503,118000,4,1440,0.0,2880.0,53,2.0,Edwards,CBlock,TA,TA,Fa
1963,135000,5,1134,254.0,2144.0,47,1.0,NAmes,CBlock,TA,Ex,TA
1352,207000,6,1848,370.0,2681.0,85,1.5,BrkSide,BrkTil,TA,Gd,Gd
1519,136500,6,1694,576.0,2875.0,83,2.0,SWISU,PConc,TA,Fa,TA
1305,107900,4,901,281.0,1802.0,54,1.0,OldTown,CBlock,TA,Ex,TA
2014,126000,6,1409,528.0,2270.0,69,2.5,BrkSide,BrkTil,TA,Gd,TA
1,215000,6,1656,528.0,2736.0,50,2.0,NAmes,CBlock,TA,Fa,TA
1052,426000,10,2332,846.0,4014.0,1,3.5,NridgHt,PConc,Ex,Ex,Ex
622,147000,5,1113,264.0,2226.0,59,1.0,NAmes,CBlock,Gd,Gd,Gd
913,147500,6,1232,440.0,2048.0,93,1.0,Crawfor,BrkTil,Gd,Ex,Gd
1058,383000,9,1950,706.0,3900.0,1,3.0,NridgHt,PConc,Ex,Ex,Ex
2348,241500,7,1872,604.0,3717.0,18,2.5,NWAmes,CBlock,TA,Gd,TA
1527,147500,6,1264,400.0,1940.0,94,1.0,Crawfor,BrkTil,TA,Ex,TA
1011,355000,8,2500,683.0,3668.0,3,3.5,StoneBr,PConc,Gd,Ex,Ex
1332,109500,5,784,0.0,1568.0,84,2.0,BrkSide,BrkTil,TA,Gd,Gd
709,45000,2,612,308.0,612.0,69,1.0,OldTown,BrkTil,TA,Fa,TA
209,244400,7,2403,349.0,3435.0,70,2.0,ClearCr,CBlock,TA,Ex,TA
619,167000,6,1644,418.0,3060.0,56,2.0,NAmes,CBlock,TA,TA,TA
2150,200000,7,1729,542.0,2589.0,5,2.5,CollgCr,PConc,Gd,Ex,Gd
2704,80000,5,879,180.0,1709.0,70,1.0,SWISU,BrkTil,TA,Gd,TA
2839,115000,5,864,572.0,1728.0,51,2.0,Edwards,CBlock,TA,TA,TA
1242,139000,6,1196,297.0,2392.0,52,2.0,NAmes,CBlock,TA,Gd,TA
2714,149500,6,1400,440.0,2072.0,28,1.5,Sawyer,CBlock,TA,TA,TA
799,108000,4,1510,296.0,2265.0,69,2.0,Edwards,CBlock,TA,TA,TA
1260,106250,4,1294,0.0,1294.0,108,2.0,OldTown,BrkTil,TA,TA,TA
2107,194000,7,1240,826.0,2480.0,1,2.0,CollgCr,PConc,Gd,Ex,Gd
2486,129500,5,988,624.0,1976.0,44,2.0,Sawyer,CBlock,TA,Ex,TA
1911,126000,5,1560,792.0,3120.0,39,2.0,NAmes,CBlock,TA,TA,TA
896,120000,5,1368,195.0,2446.0,59,2.0,Edwards,CBlock,TA,TA,TA
272,213000,7,1484,606.0,2957.0,6,3.0,CollgCr,PConc,Gd,Ex,Gd
2521,190000,8,1226,484.0,2452.0,26,2.0,Greens,CBlock,Gd,TA,Gd
2324,183500,6,1169,402.0,2329.0,13,2.5,Gilbert,PConc,TA,Gd,TA
1953,172000,7,1651,276.0,2376.0,44,2.5,NAmes,CBlock,TA,TA,TA
887,100000,4,816,288.0,1632.0,71,2.0,Edwards,CBlock,TA,Ex,TA
1479,218836,7,1564,814.0,3128.0,1,2.0,CollgCr,PConc,Gd,Ex,Gd
1317,163000,6,1912,672.0,2394.0,103,2.0,OldTown,BrkTil,TA,Ex,TA
1750,206580,7,1525,534.0,3035.0,1,2.5,Gilbert,PConc,Gd,Ex,Gd
2815,163990,6,1456,390.0,2184.0,1,2.5,CollgCr,PConc,Gd,Ex,Gd
2692,116500,5,1330,390.0,1726.0,96,1.0,IDOTRR,BrkTil,Fa,Gd,TA
1090,188000,7,1720,400.0,2560.0,6,2.5,Gilbert,PConc,Gd,Ex,Gd
1912,175000,5,1280,432.0,2073.0,41,2.5,NAmes,CBlock,TA,Ex,TA
1634,182000,8,1179,480.0,2345.0,19,3.0,StoneBr,CBlock,Gd,Gd,TA
1974,103000,5,960,576.0,1810.0,81,1.0,OldTown,BrkTil,Gd,TA,TA
1764,466500,10,2633,804.0,5266.0,6,3.5,NoRidge,PConc,Ex,Ex,Ex
634,149500,6,988,297.0,1976.0,50,3.0,NAmes,CBlock,Gd,TA,Gd
1683,142500,7,1055,319.0,2116.0,29,2.0,NPkVill,CBlock,TA,TA,TA
2199,136500,5,1422,352.0,2712.0,81,1.0,Crawfor,PConc,TA,TA,TA
2789,137000,6,1320,484.0,1950.0,13,2.5,Landmrk,PConc,TA,Ex,TA
1018,226500,7,1688,528.0,3363.0,20,3.0,NWAmes,CBlock,Gd,Ex,Ex
14,171500,7,1341,506.0,2641.0,20,2.5,Gilbert,PConc,TA,Gd,Gd
2782,132500,5,954,576.0,1865.0,30,1.0,CollgCr,CBlock,TA,Gd,TA
2626,87500,3,1040,400.0,1040.0,57,2.0,NAmes,Slab,TA,Fa,TA
1175,223000,7,1789,546.0,2647.0,7,3.5,Somerst,PConc,TA,Ex,TA
1232,174000,6,1537,462.0,2856.0,46,2.5,NAmes,CBlock,Gd,TA,Gd
2590,142000,5,884,270.0,1768.0,55,2.0,NAmes,CBlock,TA,Ex,TA
2463,232600,8,1489,776.0,2978.0,0,2.0,Somerst,PConc,Gd,Ex,Gd
2358,181000,6,1309,484.0,2349.0,32,2.5,NWAmes,CBlock,TA,Fa,Gd
2911,151400,6,2521,576.0,3463.0,33,3.5,MeadowV,CBlock,TA,Gd,TA
1699,250000,8,1634,866.0,3260.0,1,2.0,NridgHt,PConc,Gd,Ex,Gd
115,196500,7,1714,496.0,2694.0,22,2.5,NWAmes,CBlock,TA,TA,TA
1998,185000,7,2454,576.0,3273.0,128,2.0,OldTown,PConc,TA,TA,TA
589,113000,6,1216,336.0,2432.0,40,2.0,NWAmes,CBlock,TA,TA,TA
1641,392000,8,1419,567.0,2838.0,0,3.0,StoneBr,PConc,Gd,Ex,Gd
2821,127500,6,980,0.0,1925.0,31,3.0,Edwards,CBlock,TA,TA,TA
1846,177000,6,1573,440.0,2329.0,7,2.5,Somerst,PConc,Gd,Ex,Gd
1805,265000,6,2443,744.0,3601.0,3,2.5,Somerst,PConc,Gd,Ex,Gd
1853,312500,8,2362,1105.0,3582.0,9,3.5,Somerst,PConc,Gd,Ex,Gd
1321,325000,10,2775,880.0,4012.0,115,3.5,OldTown,BrkTil,Ex,Gd,Gd
564,275000,8,2014,864.0,4028.0,29,3.0,Veenker,CBlock,Gd,Gd,Gd
1771,290000,7,2520,721.0,3723.0,12,2.5,NoRidge,PConc,Gd,Ex,Gd
90,169000,6,1494,461.0,2702.0,36,3.0,Sawyer,CBlock,TA,Ex,TA
2684,89000,5,616,205.0,1232.0,85,1.0,BrkSide,CBlock,TA,Gd,TA
13,180400,6,1465,393.0,2254.0,12,2.5,Gilbert,PConc,TA,Gd,TA
445,284000,8,1629,880.0,4835.0,6,3.0,NridgHt,PConc,Gd,Ex,Gd
1914,114500,5,912,275.0,1824.0,49,1.0,NAmes,CBlock,TA,Ex,TA
2811,212900,7,1552,782.0,3104.0,1,2.0,CollgCr,PConc,Gd,Ex,Gd
850,187100,7,1430,605.0,2843.0,8,2.0,CollgCr,PConc,Gd,Ex,Gd
1844,176000,6,1458,440.0,2187.0,8,2.5,Somerst,PConc,TA,Gd,TA
2225,215000,6,1488,552.0,2976.0,39,2.5,Crawfor,PConc,TA,Ex,TA
1477,185900,7,1582,520.0,2352.0,4,2.5,CollgCr,PConc,Gd,Ex,Gd
399,120500,4,864,660.0,1728.0,39,1.0,NAmes,CBlock,TA,TA,Gd
2431,192140,5,1838,372.0,2570.0,1,2.5,Gilbert,PConc,Gd,Ex,TA
1605,130500,5,816,264.0,1632.0,26,1.5,Mitchel,CBlock,Gd,Ex,Gd
897,98000,4,1529,240.0,1529.0,64,2.0,Edwards,Slab,TA,TA,TA
1426,475000,9,2276,1348.0,4547.0,0,3.0,CollgCr,PConc,Gd,Ex,Ex
2240,67000,5,1077,338.0,2038.0,87,1.0,IDOTRR,BrkTil,TA,Gd,TA
1706,325624,8,2161,789.0,3743.0,0,2.5,NridgHt,PConc,Gd,Ex,Ex
2252,245000,7,1409,576.0,2818.0,5,2.5,Mitchel,PConc,Gd,Ex,Gd
1136,159000,5,1114,576.0,2228.0,4,2.5,SawyerW,PConc,TA,Ex,Gd
1877,156000,5,1073,515.0,2146.0,42,2.5,NAmes,CBlock,TA,TA,TA
424,555000,10,2402,672.0,5496.0,1,3.0,NridgHt,PConc,Ex,Ex,Ex
1182,162500,6,1232,516.0,2464.0,24,2.0,Veenker,PConc,TA,TA,TA
2750,224500,6,1440,920.0,2784.0,13,4.0,SawyerW,PConc,Gd,Gd,Gd
1016,133000,6,1488,738.0,2976.0,58,2.5,Gilbert,CBlock,TA,Gd,TA
2436,180000,7,1509,393.0,2292.0,3,2.5,Gilbert,PConc,Gd,Ex,Gd
1607,134500,5,845,264.0,1690.0,26,1.0,Mitchel,CBlock,TA,Gd,Gd
2337,438780,10,2945,641.0,4355.0,0,3.5,StoneBr,PConc,Ex,Ex,Gd
1233,165000,6,1431,296.0,2530.0,46,1.5,NAmes,CBlock,TA,Gd,TA
419,100000,5,892,288.0,1784.0,42,1.0,NAmes,CBlock,TA,TA,TA
633,176000,7,1329,441.0,2658.0,49,1.5,NAmes,CBlock,TA,Gd,TA
2722,170000,5,1779,454.0,3542.0,51,2.5,Sawyer,CBlock,TA,TA,TA
469,174000,7,1555,660.0,2928.0,2,2.0,Blmngtn,PConc,Gd,Ex,Gd
1365,127000,6,1236,384.0,2004.0,83,3.0,IDOTRR,PConc,TA,TA,TA
1098,185900,7,1651,450.0,2482.0,9,2.5,Gilbert,PConc,TA,Ex,TA
711,91300,5,886,273.0,1076.0,71,1.0,OldTown,BrkTil,TA,Gd,TA
2808,200000,6,1700,544.0,3382.0,3,3.0,CollgCr,PConc,Gd,Ex,Gd
1959,143000,6,1846,315.0,2886.0,58,2.0,NAmes,CBlock,TA,Ex,TA
2720,172500,5,1920,451.0,2972.0,48,3.0,Sawyer,CBlock,Gd,Ex,Gd
2170,110000,4,1088,520.0,2176.0,44,1.0,Edwards,CBlock,TA,TA,TA
603,140000,4,1362,768.0,2402.0,52,2.0,NAmes,CBlock,TA,TA,TA
2113,176432,6,1314,440.0,2628.0,1,2.0,CollgCr,PConc,Gd,Gd,Gd
1146,179200,6,1294,496.0,2572.0,17,3.0,SawyerW,CBlock,TA,Gd,Gd
2105,203000,7,1274,508.0,2548.0,2,3.0,CollgCr,PConc,Gd,Ex,Gd
1786,248328,7,1689,954.0,3378.0,0,2.0,Somerst,PConc,Gd,Ex,Gd
961,316500,9,1641,885.0,3282.0,1,3.0,Timber,PConc,Ex,Ex,Ex
1405,125600,7,1079,249.0,1649.0,60,1.0,Edwards,CBlock,TA,TA,TA
1324,110000,5,984,308.0,1968.0,49,2.0,OldTown,CBlock,TA,Gd,Fa
1986,108500,4,960,308.0,1920.0,87,1.0,OldTown,PConc,TA,Gd,Fa
307,55993,5,1044,504.0,1584.0,58,1.0,IDOTRR,CBlock,Fa,TA,Fa
180,129000,5,1633,240.0,2660.0,62,1.0,OldTown,BrkTil,TA,Ex,Gd
2896,176000,6,1137,551.0,2249.0,19,3.0,Timber,CBlock,TA,Gd,Gd
668,154000,6,1380,364.0,2760.0,46,1.5,NAmes,CBlock,TA,Fa,TA
1582,180000,6,1256,578.0,2512.0,22,2.0,Timber,CBlock,Gd,Ex,Gd
2285,134000,5,1142,528.0,2284.0,31,2.5,MeadowV,PConc,TA,TA,TA
2079,243000,6,2158,576.0,3360.0,57,3.0,Edwards,CBlock,TA,TA,Gd
2272,270000,8,1629,808.0,3245.0,5,3.0,Timber,PConc,Gd,Ex,Gd
2250,134000,6,1080,484.0,2164.0,24,1.5,Mitchel,PConc,TA,TA,TA
502,260000,7,2646,656.0,3993.0,16,3.5,NoRidge,PConc,Gd,Ex,Gd
2166,168675,7,1491,484.0,2229.0,1,2.5,CollgCr,PConc,Gd,Gd,Gd
1622,160000,6,1694,398.0,2086.0,13,2.5,Gilbert,PConc,TA,Gd,TA
1299,95000,5,1080,0.0,1764.0,118,1.0,OldTown,BrkTil,TA,Gd,Gd
